datasetName,datasetUrl,datasetDescr,datasetCategory,update,tags,catUrl,catPage
Number of Cases By Allegation,https://data.montgomerycountymd.gov/Public-Safety/Number-of-Cases-By-Allegation/kk55-bz7q, This dataset contains allegations brought to the attention of the Internal Affairs Division either through external complaints or internal complaint or recognition. Any information that can be used to uniquely identify the complainant or the involved employee will not be published. Update Frequency : Weekly. ,Public Safety,January 24 2020,"finding,allegations,internal affair,",https://data.montgomerycountymd.gov/browse?&page=55,55
Number of Housing Code Enforcement Cases Closed from Jan 2013,https://data.montgomerycountymd.gov/Consumer-Housing/Number-of-Housing-Code-Enforcement-Cases-Closed-fr/r6ta-wmrx," Housing Code Enforcement data from 2013 to the present , including violations identified ",Consumer/Housing,January 26 2020,"violation,code,housing,",https://data.montgomerycountymd.gov/browse?&page=34,34
Nursing Homes,https://data.montgomerycountymd.gov/Health-and-Human-Services/Nursing-Homes/ceva-5jva, Nursing Homes Located in Montgomery County ,Health and Human Services,February 18 2016,"assisted living,nursing,seniors,",https://data.montgomerycountymd.gov/browse?&page=47,47
Nursing Homes Map,https://data.montgomerycountymd.gov/Health-and-Human-Services/Nursing-Homes-Map/gi3n-y53r, Nursing Homes Located in Montgomery County ,Health and Human Services,August 24 2016,"assisted living,nursing,seniors,",https://data.montgomerycountymd.gov/browse?&page=51,51
OCA Appeals Statistics,https://data.montgomerycountymd.gov/Law-Judicial/OCA-Appeals-Statistics/kv4r-zq75, Office of the County Attorney Appeals Statistics. Updated monthly ,Law/Judicial,January 4 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=65,65
OCA Code Enforcement,https://data.montgomerycountymd.gov/Law-Judicial/OCA-Code-Enforcement/qdey-wt67," The Office of the County Attorney (OCA) processes Code Violation Citations issued by County agencies. The citations can be viewed by issued department, issued date and location. ",Law/Judicial,January 4 2020,"law,code enforcement,judicial,cases,litigation,",https://data.montgomerycountymd.gov/browse?&page=18,18
OCA Code Enforcement - API,https://data.montgomerycountymd.gov/Law-Judicial/OCA-Code-Enforcement-API/stub-73vh," The Office of the County Attorney (OCA) processes Code Violation Citations issued by County agencies. The citations can be viewed by issued department, issued date and location. ",Law/Judicial,January 4 2020,"litigation,cases,judicial,code enforcement,law,",https://data.montgomerycountymd.gov/browse?&page=22,22
OCA Self Insurance Fund Close Out - API,https://data.montgomerycountymd.gov/Law-Judicial/OCA-Self-Insurance-Fund-Close-Out-API/9ed9-z2wb, Office of the County Attorney Self Insurance Fund Close Out ,Law/Judicial,January 4 2020,"litigation,self insurance fund,lawsuit,law,",https://data.montgomerycountymd.gov/browse?&page=45,45
OCA SIF Litigation Lawsuits Open and Closed Reports,https://data.montgomerycountymd.gov/Law-Judicial/OCA-SIF-Litigation-Lawsuits-Open-and-Closed-Report/s3s7-rrek, Office of the County Attorney Self Insurance Fund Close Out and Open and Closed Reports ,Law/Judicial,January 4 2020,"law,lawsuit,self insurance fund,litigation,",https://data.montgomerycountymd.gov/browse?&page=31,31
ODOM - Appendix D:  dataMontgomery Inventory for FY19 and Beyond,https://data.montgomerycountymd.gov/Government/ODOM-Appendix-D-dataMontgomery-Inventory-for-FY19-/kwza-a8wc,NA,Government,January 17 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=73,73
ODOM Appendix F - Published by DEPT,https://data.montgomerycountymd.gov/Government/ODOM-Appendix-F-Published-by-DEPT/xufk-qvvi," Sorted by Dept ASC, Dataset Name ASC ",Government,January 17 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=76,76
OMB Approved and Recommended Capital Funding,https://data.montgomerycountymd.gov/Government/OMB-Approved-and-Recommended-Capital-Funding/fwrg-tgsj, This dataset includes the County Executive’s Recommended and Approved Capital funding for the recent fiscal years. ,Government,July 20 2016,"funding,capital expenditures,recommended,approved,",https://data.montgomerycountymd.gov/browse?&page=17,17
OMB Recommended vs Approved Operating Budget,https://data.montgomerycountymd.gov/Finance-Tax-Property/OMB-Recommended-vs-Approved-Operating-Budget/e543-hana," This dataset includes the Fiscal Year* 2015 County Executive Recommended and County Council Approved operating budgets for Montgomery County, for comparison purposes. The dataset does not include revenues and agency budget information; each agency, such as Montgomery County Public Schools, maintain their individual budget information. The data can be sorted, filtered, and exported by the following elements: Function (grouping, such as “Public Safety”), Department, Program, Cost Center (activity within a program), Fund Type , Fund Subtype, Fund Name, Subfund Name, Personnel & Operating Expenses, Object Name, and Account Name. *The 12-month period to which the annual operating and capital budgets and their respective appropriations apply. The Montgomery County fiscal year starts on July 1st and ends on June 30th. Update Frequency: Annually ",Finance/Tax/Property,April 1 2016,"budget,approved,recommended,fy 2015,",https://data.montgomerycountymd.gov/browse?&page=13,13
OMB Recommended Vs Approved Operating Budget,https://data.montgomerycountymd.gov/Finance-Tax-Property/OMB-Recommended-Vs-Approved-Operating-Budget/wdbg-dcgf, OMB Recommended Vs Approved Operating Budget ,Finance/Tax/Property,March 28 2019,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=44,44
Open MC311 Service Requests (In Progress),https://data.montgomerycountymd.gov/Government/Open-MC311-Service-Requests-In-Progress-/s6aq-s5u8," Information on all MC311 Service Requests received (via email or phone) since July 1, 2012. This data is updated daily. ",Government,January 29 2020,"services,mc311,",https://data.montgomerycountymd.gov/browse?&page=9,9
Open MC311 Service Requests Summary,https://data.montgomerycountymd.gov/Government/Open-MC311-Service-Requests-Summary/4aqy-jzf3," Information on all MC311 Service Requests received (via email or phone) since July 1, 2012. This data is updated daily. ",Government,January 29 2020,"services,mc311,",https://data.montgomerycountymd.gov/browse?&page=27,27
Open MC311 Service Request Summary Chart,https://data.montgomerycountymd.gov/Government/Open-MC311-Service-Request-Summary-Chart/x6xu-nsdy," Information on all MC311 Service Requests received (via email or phone) since July 1, 2012. This data is updated daily. ",Government,January 29 2020,"services,mc311,",https://data.montgomerycountymd.gov/browse?&page=21,21
Open Permits,https://data.montgomerycountymd.gov/Licenses-Permits/Open-Permits/pfrp-4sbe," Data for all Commercial Building Permits issued since 2000, including status and work performed. Update Frequency: Daily ",Licenses/Permits,January 29 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=9,9
Open Positions,https://data.montgomerycountymd.gov/Human-Resources/Open-Positions/c7w4-bn22, This dataset contains a list of open positions and classifications available in the County. Update Frequency : Weekly ,Human Resources,January 27 2020,"positions,open,job,personnel,human_resources,",https://data.montgomerycountymd.gov/browse?&page=48,48
Open Residential Permits by Community,https://data.montgomerycountymd.gov/Licenses-Permits/Open-Residential-Permits-by-Community/59wm-u3mt,NA,Licenses/Permits,January 29 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=60,60
Open Residential Permits Map,https://data.montgomerycountymd.gov/Licenses-Permits/Open-Residential-Permits-Map/9cbp-xaq4," Data for all Residential Building Permits issued since 2000, including status and work performed. Update Frequency: Daily ",Licenses/Permits,January 29 2020,"residential,permits,licenses,",https://data.montgomerycountymd.gov/browse?&page=7,7
Open Residential Permits - Silver Spring,https://data.montgomerycountymd.gov/Licenses-Permits/Open-Residential-Permits-Silver-Spring/arya-xpav," Data for all Residential Building Permits issued since 2000, including status and work performed. Update Frequency: Daily ",Licenses/Permits,January 29 2020,"residential,permits,licenses,",https://data.montgomerycountymd.gov/browse?&page=51,51
Opioid Crime Incidents: Jan 1 2017-Present,https://data.montgomerycountymd.gov/Public-Safety/Opioid-Crime-Incidents-Jan-1-2017-Present/4g4c-7xsi," Note: This filtered view of opioid crime incidents does not reflect overdoses. Updated daily postings on Montgomery County’s open data website, dataMontgomery, provide the public with direct access to crime statistic databases - including raw data and search functions – of reported County crime. The data presented is derived from reported crimes classified according to the National Incident-Based Reporting System (NIBRS) of the Criminal Justice Information Services (CJIS) Division Uniform Crime Reporting (UCR) Program and documented by approved police incident reports. The data is compiled by “EJustice”, a respected law enforcement records-management system used by the Montgomery County Police Department and many other law enforcement agencies. To protect victims’ privacy, no names or other personal information are released. All data is refreshed on a quarterly basis to reflect any changes in status due to on-going police investigation. dataMontgomery allows the public to query the Montgomery County Police Department's database of founded crime. The information contained herein includes all founded crimes reported after July 1st 2016 and entered to-date utilizing Uniform Crime Reporting (UCR) rules. Please note that under UCR rules multiple offenses may appear as part of a single founded reported incident, and each offense may have multiple victims. Please note that these crime reports are based on preliminary information supplied to the Police Department by the reporting parties. Therefore, the crime data available on this web page may reflect: -Information not yet verified by further investigation
-Information that may include attempted and reported crime
-Preliminary crime classifications that may be changed at a later date based upon further investigation
-Information that may include mechanical or human error
-Arrest information [Note: all arrested persons are presumed innocent until proven guilty in a court of law.] Street addresses are temporarily unavailable. The Police Response Area (PRA) is the most precise geographic field currently available. For a map of PRA boundaries, please refer to: https://mcpd-md.maps.arcgis.com/apps/webappviewer/index.html?id=12fca77d915742faa1faf14b5f5334a1. Update Frequency: Daily ",Public Safety,January 29 2020,"mdcoordinationcrime,maryland,montgomery,arson,district,and 6 more,",https://data.montgomerycountymd.gov/browse?&page=12,12
OPI-web,https://data.montgomerycountymd.gov/Government/OPI-web/pjdq-ebdd," The MPIA dataset will contain a list of MPIA requests that contain information about the MPIA request as well as a web link to the MPIA response packet created by the owning departments. Each request will contain the following information: Requestor First Name
Requestor Last Name
Requestor Organization
Description
Intake (ie email)
Lead Department
Data Owning Departments
Date Response Posted
Who Published the Response
Link to the Response Document(s) on a public Web Site Update Frequency: Daily ",Government,January 30 2020,"responses,request,mpia,maryland public information act,",https://data.montgomerycountymd.gov/browse?&page=6,6
"Overlay Map of MC Election Precincts, Congressional Districts, and Legislative Districts",https://data.montgomerycountymd.gov/Elections/Overlay-Map-of-MC-Election-Precincts-Congressional/etqs-772w, https://gis3.montgomerycountymd.gov/arcgis/rest/services/elections/polling_place/MapServer/1 ,Elections,January 27 2018,"vote,precinct,election precinct,geographic,map,and 1 more,",https://data.montgomerycountymd.gov/browse?&page=29,29
Over Time,https://data.montgomerycountymd.gov/Finance-Tax-Property/Over-Time/m6nm-fwwi, This dataset includes County spending data for Montgomery County government. It does not include agency spending. Data considered sensitive or confidential and will be encrypted before it is posted. ,Finance/Tax/Property,January 25 2020,"purchase order,suppliers,vendors,invoices,checks,and 1 more,",https://data.montgomerycountymd.gov/browse?&page=58,58
Parking District M On Street Parking Rates,https://data.montgomerycountymd.gov/Transportation/Parking-District-M-On-Street-Parking-Rates/xadb-829q, Montgomery County Public Parking Rates ,Transportation,August 24 2016,"spaces,lots,garages,rates,parking,",https://data.montgomerycountymd.gov/browse?&page=58,58
Parking Facilities,https://data.montgomerycountymd.gov/dataset/Parking-Facilities/ebfm-s52v, https://gis3.montgomerycountymd.gov/arcgis/rest/services/ploi/parking_facility/MapServer/0 ,NA,January 23 2018,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=62,62
Parking Facility [arcgis_rest_services_ploi_parking_facility_MapServer_0],https://data.montgomerycountymd.gov/Transportation/Parking-Facility-arcgis_rest_services_ploi_parking/ek42-dmj7, https://gis3.montgomerycountymd.gov/arcgis/rest/services/ploi/parking_facility/MapServer/0 ,Transportation,March 17 2016,"parking,urban districts,geographic,map,technology,",https://data.montgomerycountymd.gov/browse?&page=59,59
Parking Garage and Lot Inventory,https://data.montgomerycountymd.gov/Transportation/Parking-Garage-and-Lot-Inventory/rd7s-ntxu, This dataset includes parking space inventory information for Montgomery County Public Parking Facilities. Update Frequency: Monthly ,Transportation,January 29 2020,"parking,lot,garage,",https://data.montgomerycountymd.gov/browse?&page=15,15
Parking Garage and Lot Inventory-API,https://data.montgomerycountymd.gov/Transportation/Parking-Garage-and-Lot-Inventory-API/q7zh-b9i2, This dataset includes parking space inventory information for Montgomery County Public Parking Facilities. Update Frequency: Monthly ,Transportation,January 29 2020,"garage,lot,parking,",https://data.montgomerycountymd.gov/browse?&page=38,38
Parking Garage and Lots by District,https://data.montgomerycountymd.gov/Transportation/Parking-Garage-and-Lots-by-District/j87t-9wnh,NA,Transportation,January 29 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=37,37
Parking Garages and Lots,https://data.montgomerycountymd.gov/Transportation/Parking-Garages-and-Lots/w7ui-ycd6, This dataset includes parking space inventory information for Montgomery County Public Parking Facilities. Update Frequency: Monthly ,Transportation,January 29 2020,"garage,lot,parking,",https://data.montgomerycountymd.gov/browse?&page=46,46
Parking Garage Space Availability,https://data.montgomerycountymd.gov/Transportation/Parking-Garage-Space-Availability/qahs-fevu, This dataset includes parking spaces availability for Montgomery County Public Parking Facilities. This dataset only includes facilities that are equipped with vehicle counting systems. Update frequency: Every few minutes ,Transportation,January 30 2020,"parking,garage,space available,public facility,vehicle counting,",https://data.montgomerycountymd.gov/browse,https://data.montgomerycountymd.gov/browse
Parking Garage Space Availability-API,https://data.montgomerycountymd.gov/Transportation/Parking-Garage-Space-Availability-API/gf52-rarq, This dataset includes parking spaces availability for Montgomery County Public Parking Facilities. This dataset only includes facilities that are equipped with vehicle counting systems. Update frequency: Every few minutes ,Transportation,January 30 2020,"public facility,cehicle counting,space available,garage,parking,",https://data.montgomerycountymd.gov/browse?&page=20,20
Parking Lot District Boundaries,https://data.montgomerycountymd.gov/Transportation/Parking-Lot-District-Boundaries/y4yx-gcwh, Map of Parking Districts ,Transportation,August 23 2016,"parking,district,garage,",https://data.montgomerycountymd.gov/browse?&page=39,39
Parking Rates,https://data.montgomerycountymd.gov/Transportation/Parking-Rates/dh8t-aq6g, Montgomery County Public Parking Rates ,Transportation,July 6 2015,"spaces,lots,garages,rates,parking,",https://data.montgomerycountymd.gov/browse?&page=14,14
Parking Rates,https://data.montgomerycountymd.gov/Transportation/Parking-Rates/v8d8-bnvg, Montgomery County Public Parking Rates ,Transportation,September 10 2016,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=23,23
Parking Rates-API,https://data.montgomerycountymd.gov/Transportation/Parking-Rates-API/s4bw-d8wd, Montgomery County Public Parking Rates ,Transportation,August 13 2015,"spaces,lots,garages,rates,parking,",https://data.montgomerycountymd.gov/browse?&page=27,27
Parkland,https://data.montgomerycountymd.gov/Community-Recreation/Parkland/ku58-iabn," Mappable dataset of the parkland in Montgomery County, categorized by owner. This dataset streams “live” from M-NCPPC’s servers and is updated daily. Information about each park is available in the following linked fields: Owner-The agency that owns and manages the parkland; Type_-The type of park; Acres-The acreage of the park; and Url-a link to the individual webpage for the park (M-NCPPC only). https://montgomeryplans.org/arcgis/rest/services/Overlays/Parkland/MapServer/0 ",Community/Recreation,November 23 2015,"parklands,parks,mncppc,",https://data.montgomerycountymd.gov/browse?&page=38,38
Park Management Regions,https://data.montgomerycountymd.gov/Community-Recreation/Park-Management-Regions/8f6a-6s9t, Mappable dataset of the M-NCPPC Montgomery Parks park management regions and park manager contact information for each. This dataset streams “live” from M-NCPPC’s servers and is updated daily. Information about each park is available in the following linked fields: Acres-The acreage of the entire management area; Name-The name of the Management Area; Manager-The name of the lead park manager for the Management Area; Phone-The main contact number for the Management Area; Shape.Area-The square footage of the Management Area. ,Community/Recreation,November 23 2015,"park manager,maintenance,mncppc,parks,",https://data.montgomerycountymd.gov/browse?&page=54,54
Park & Ride Lots [arcgis_rest_services_ploi_park_ride_lots_MapServer_0],https://data.montgomerycountymd.gov/Transportation/Park-Ride-Lots-arcgis_rest_services_ploi_park_ride/phxu-5czp, https://gis3.montgomerycountymd.gov/arcgis/rest/services/ploi/park_ride_lots/MapServer/0 ,Transportation,August 19 2016,"commuter,lots,park and ride,",https://data.montgomerycountymd.gov/browse?&page=50,50
Parks Available for Community Use,https://data.montgomerycountymd.gov/Community-Recreation/Parks-Available-for-Community-Use/tkw2-dtjz," Community Use of Public Facilities All Facilities. To reserve a public facility follow this link: http://www.montgomerycountymd.gov/cupf/ and select ""Reserve Facility"" from the menu on the left side. This data is updated annually ",Community/Recreation,January 13 2017,"athletic field,library,regional service center,schools,reserve,and 2 more,",https://data.montgomerycountymd.gov/browse?&page=43,43
Pavement Condition Index 2019,https://data.montgomerycountymd.gov/Transportation/Pavement-Condition-Index-2019/g3x8-hk6f," Pavement Condition Index is provided by the Department of Transportation for analyzing the conditions of the pavement for all 5,200 lane miles of roadways within the County. Pavement Condition Index or PCI is a numerical expression between 0-100 numerically representing the pavements condition. For example, a PCI of 30 is considered as “poor” whereas a PCI rating of 80 indicates pavement in very good condition. The pavements’ numerical PCI score is developed through an analysis of nineteen (19) discrete pavement distresses (cracking, pot holes, environmental distress, utility cuts, etc.) and ranges from 1-100 with 1 being an absolute failure and 100 representing perfect conditions. This dataset is updated Bi-annually. ",Transportation,April 17 2019,"potholes,streets,roadway,condition,pavement,",https://data.montgomerycountymd.gov/browse?&page=56,56
Pavement Condition Index as of 2019,https://data.montgomerycountymd.gov/Transportation/Pavement-Condition-Index-as-of-2019/udtd-fcen," Pavement Condition Index is provided by the Department of Transportation for analyzing the conditions of the pavement for all 5,200 lane miles of roadways within the County. Pavement Condition Index or PCI is a numerical expression between 0-100 numerically representing the pavements condition. For example, a PCI of 30 is considered as “poor” whereas a PCI rating of 80 indicates pavement in very good condition. The pavements’ numerical PCI score is developed through an analysis of nineteen (19) discrete pavement distresses (cracking, pot holes, environmental distress, utility cuts, etc.) and ranges from 1-100 with 1 being an absolute failure and 100 representing perfect conditions. This dataset is updated Bi-annually. ",Transportation,April 17 2019,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=70,70
Pedestrian Crash Heat Map,https://data.montgomerycountymd.gov/Public-Safety/Pedestrian-Crash-Heat-Map/5ix9-zgv8, Heat map of crashes between motor vehicles and pedestrians from the beginning of 2015 to present. Map excludes bicyclists. ,Public Safety,January 24 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=13,13
Pepco DNR's,https://data.montgomerycountymd.gov/Government/Pepco-DNR-s/9cvq-z32q," Information on all MC311 Service Requests received (via email or phone) since July 1, 2012. This data is updated daily.
The PIO’s business requirement includes adding the following data elements to the new and enhanced open data site being proposed by DTS. This data is derived from requests for service which originate in the CSC, from the County’s web portal, and via “walk-ins” from county departments including but not limited to DHCA.
•	SLA – to indicate the number of days in county business days the department has to fulfill the request. County business days must exclude weekends, county holidays and days when the county is closed due to inclement weather (snow days, etc) per CountyStat’s business requirement. This field has been published in the existing MC311 Service Requests dataset with the field name ‘Attached Solution SLA Days’.
•	+/- SLA –to indicate the number of days a service request is over or under SLA as is currently measured by CountyStat. The following 4 fields will be added to fulfill this line item
	# of days open – Number of County Business days the Service Request has been opened.
	Within SLA Window? - To indicate the number of days a service request is over or under SLA as is currently measured by CountyStat.
	SLA Yes – Number of days to fulfill the service request is under the SLA window.
	SLA No -– Number of days to fulfill the service request is over the SLA window. ",Government,January 29 2020,"requests,service,311,services,mc311,",https://data.montgomerycountymd.gov/browse?&page=77,77
Percentage of Bias Incidents by Motivation,https://data.montgomerycountymd.gov/Public-Safety/Percentage-of-Bias-Incidents-by-Motivation/pmg3-ihq8," This data will capture all incidents and criminal offenses that may be motivated by an offender's bias against a race, national or ethnic origin, religion, sex, mental or physical disability, sexual orientation or gender identity. ",Public Safety,January 10 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=54,54
Permit Inspections,https://data.montgomerycountymd.gov/Licenses-Permits/Permit-Inspections/6dd5-mbj9, Inspections performed for issued permits. Update Frequency: Daily ,Licenses/Permits,January 29 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=8,8
Permit Inspections,https://data.montgomerycountymd.gov/Licenses-Permits/Permit-Inspections/hyxh-ndxj, Inspections performed for issued permits. Update Frequency: Daily ,Licenses/Permits,January 29 2020,"inspections,issued permits,",https://data.montgomerycountymd.gov/browse?&page=13,13
permits over 1000000 by Montgomery county,https://data.montgomerycountymd.gov/Property/permits-over-1000000-by-Montgomery-county/wase-c4q9," Data for all Commercial Building Permits issued since 2000, including status and work performed. Update Frequency: Daily ",Property,January 29 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=56,56
permits over 1M by MC,https://data.montgomerycountymd.gov/Property/permits-over-1M-by-MC/d5jm-abj6," Data for all Commercial Building Permits issued since 2000, including status and work performed. Update Frequency: Daily ",Property,January 29 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=58,58
Permits Over 1M by MC City,https://data.montgomerycountymd.gov/Property/Permits-Over-1M-by-MC-City/dgqj-tyte," Data for all Commercial Building Permits issued since 2000, including status and work performed. Update Frequency: Daily ",Property,January 29 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=62,62
Personnel v Operating Costs by Department,https://data.montgomerycountymd.gov/Finance-Tax-Property/Personnel-v-Operating-Costs-by-Department/5dn6-ieqe, OMB Recommended Vs Approved Operating Budget ,Finance/Tax/Property,March 28 2019,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=81,81
Persons Per Sq Mi,https://data.montgomerycountymd.gov/Community-Recreation/Persons-Per-Sq-Mi/ah63-vrn9," U.S. Census Block Groups represents the U.S. Census block groups of the United States in the 50 states, the District of Columbia, and Puerto Rico. ",Community/Recreation,May 6 2016,"internet access,book,library,geographic,map,and 1 more,",https://data.montgomerycountymd.gov/browse?&page=34,34
Persons Per Sq. Mi. (2012 ACS) [arcgis_rest_services_census_Pop_Density_tcts_2012_MapServer_0],https://data.montgomerycountymd.gov/dataset/Persons-Per-Sq-Mi-2012-ACS-arcgis_rest_services_ce/huhd-ezfc," U.S. Census Tracts represents the U.S. Census tracts of the United States in the 50 states, the District of Columbia, and Puerto Rico. ",NA,January 27 2018,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=68,68
Pharmacy,https://data.montgomerycountymd.gov/Health-and-Human-Services/Pharmacy/apmx-bw38," The Licensure & Regulatory Services Program inspects all licensed retail food establishments in Montgomery County for a variety of reasons (e.g. obtaining a permit, regular check-ups, or in response to complaints.) Included in this overall surveillance are two types of inspections that are conducted on a routine basis. The first type, a comprehensive inspection, is a thorough inspection that evaluates the sanitation, maintenance, and food service operations for the facility. This inspection includes many of the items found in the monitoring inspection, such as critical temperatures and food handling procedures. The second type, a monitoring inspection, involves checking the food service operation for critical food temperatures, equipment temperatures, and general food handling / cleanliness practices. While monitoring inspections are not as detailed as environmental inspections, they help ensure that the facility is operating safely throughout the year. The frequency of inspections is based on the food-borne illness risks associated with the food being processed at a facility. Based on the risk each facility is designated as high, medium, or low priority. High priority risk facilities prepare food products a day or more in advance or utilize any combination of two or more processes such as a cooking, cooling, reheating and hot holding food over four hours. Moderate priority risk facilities prepare and cook food products which are served immediately or within four hours. A low priority risk facility serve prepackage foods that are not potentially hazardous. For high risk facilities, a monitoring inspection is conducted at least twice a year, and moderate risk facilities are inspected at least once a year. High and moderate risk facilities also receive at least one comprehensive inspection every year. Low risk priority facilities typically receive one comprehensive inspection every two years. (C) Denotes a Critical Violation. A Critical Violation means a food safety requirement that requires immediate correction. Failure for immediate correction results in cessation of some or all food operations or closure of the facility until violation is able to be corrected. Update Frequency: Daily ",Health and Human Services,January 29 2020,"restaurant,closures,violations,inspection,food,",https://data.montgomerycountymd.gov/browse?&page=53,53
PIO,https://data.montgomerycountymd.gov/Human-Resources/PIO/2fu6-uhnb," Annual salary information including gross pay and overtime pay for all active, permanent employees of Montgomery County, MD paid in calendar year 2014. This information will be published annually, by the end of January each year. ",Human Resources,September 16 2015,"salary and gender.,gross pay,overtime,employee salaries,annual,and 1 more,",https://data.montgomerycountymd.gov/browse?&page=19,19
PIO published view,https://data.montgomerycountymd.gov/Government/PIO-published-view/6fze-xhrw," The MPIA dataset will contain a list of MPIA requests that contain information about the MPIA request as well as a web link to the MPIA response packet created by the owning departments. Each request will contain the following information: Requestor First Name
Requestor Last Name
Requestor Organization
Description
Intake (ie email)
Lead Department
Data Owning Departments
Date Response Posted
Who Published the Response
Link to the Response Document(s) on a public Web Site Update Frequency: Daily ",Government,January 30 2020,"responses,request,mpia,maryland public information act,",https://data.montgomerycountymd.gov/browse?&page=37,37
PIO Responses,https://data.montgomerycountymd.gov/Government/PIO-Responses/k47b-v6sq," The MPIA dataset will contain a list of MPIA requests that contain information about the MPIA request as well as a web link to the MPIA response packet created by the owning departments. Each request will contain the following information: Requestor First Name
Requestor Last Name
Requestor Organization
Description
Intake (ie email)
Lead Department
Data Owning Departments
Date Response Posted
Who Published the Response
Link to the Response Document(s) on a public Web Site Update Frequency: Daily ",Government,January 30 2020,"responses,request,mpia,maryland public information act,",https://data.montgomerycountymd.gov/browse?&page=38,38
Places of Worship,https://data.montgomerycountymd.gov/Community-Recreation/Places-of-Worship/np3e-qigi, https://gis3.montgomerycountymd.gov/arcgis/rest/services/ploi/worship/MapServer/0 ,Community/Recreation,January 22 2017,"worship,steeple,church,",https://data.montgomerycountymd.gov/browse?&page=46,46
Plan Review,https://data.montgomerycountymd.gov/Licenses-Permits/Plan-Review/s8xg-6upf, Plan reviews completed by Permitting Services. Update Frequency: Daily ,Licenses/Permits,January 29 2020,"plan,reivew,permits,",https://data.montgomerycountymd.gov/browse?&page=8,8
Plan Review-API,https://data.montgomerycountymd.gov/Licenses-Permits/Plan-Review-API/sg9c-fbiz, Plan reviews completed by Permitting Services. Update Frequency: Daily ,Licenses/Permits,January 29 2020,"permits,reivew,plan,",https://data.montgomerycountymd.gov/browse?&page=11,11
PMR MLS (Management) Report,https://data.montgomerycountymd.gov/Human-Resources/PMR-MLS-Management-Report/yp9w-cbt4," The Montgomery County Government has a diverse workforce of employees that cross five generations and multiple age, race, gender and ethnic groups. The dataset is a summary of the County's size and composition by generational category, age, race, ethnicity, gender, years of service and job class.
Update Frequency : Annually ",Human Resources,May 30 2019,"pmr,review,management,personnel,human resources,",https://data.montgomerycountymd.gov/browse?&page=80,80
PMR Non-MLS (Management),https://data.montgomerycountymd.gov/Human-Resources/PMR-Non-MLS-Management-/ckmb-8evv," The Montgomery County Government has a diverse workforce of employees that cross five generations and multiple age, race, gender and ethnic groups. The dataset is a summary of the County's size and composition by generational category, age, race, ethnicity, gender, years of service and job class.
Update Frequency : Annually ",Human Resources,May 30 2019,"pmr,review,management,personnel,human resources,",https://data.montgomerycountymd.gov/browse?&page=79,79
POL District FAQ - TEST,https://data.montgomerycountymd.gov/dataset/POL-District-FAQ-TEST/x6ad-akva, This is test data and not for use by public. ,NA,October 3 2017,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=75,75
Police Beat,https://data.montgomerycountymd.gov/dataset/Police-Beat/tzi7-9npu,NA,NA,July 5 2018,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=76,76
police_beat [arcgis_rest_services_GDX_police_beat_MapServer_0],https://data.montgomerycountymd.gov/Public-Safety/police_beat-arcgis_rest_services_GDX_police_beat_M/2h7g-rzpm, https://gis3.montgomerycountymd.gov/arcgis/rest/services/GDX/police_beat/MapServer/0 ,Public Safety,July 2 2018,"police reporting area,police district,police beat,geographic,map,and 1 more,",https://data.montgomerycountymd.gov/browse?&page=28,28
Police Community Event Data,https://data.montgomerycountymd.gov/Public-Safety/Police-Community-Event-Data/3vk5-sf3t, This dataset includes events in the community held by police. ,Public Safety,January 23 2020,"meetings,public safety,police,event,community,",https://data.montgomerycountymd.gov/browse?&page=22,22
Police Dispatched Incidents,https://data.montgomerycountymd.gov/Public-Safety/Police-Dispatched-Incidents/98cc-bc7d," This dataset contains a list of Police Dispatched Incidents records.
Update Frequency : 4 Times Daily ",Public Safety,January 30 2020,"police,dispatched,incidents,911,cad,and 2 more,",https://data.montgomerycountymd.gov/browse?&page=4,4
Police Dispatches for Pedestrian Struck,https://data.montgomerycountymd.gov/Public-Safety/Police-Dispatches-for-Pedestrian-Struck/gptc-gfn8," This dataset contains a list of Police Dispatched Incidents records.
Update Frequency : 4 Times Daily ",Public Safety,January 30 2020,"services,calls,cad,911,incidents,and 2 more,",https://data.montgomerycountymd.gov/browse?&page=42,42
